dominant_abs_score,dominant_component,dominant_component_label,dominant_score,dominant_sign,event_key,geometry_only_pred,geometry_only_se,hard_abstention_pred,hard_abstention_se,pre_call_market_pred,pre_call_market_se,question_role_better_than_geometry,question_role_better_than_hard,question_role_better_than_pre,question_role_mse_gain_vs_geometry,question_role_mse_gain_vs_hard,question_role_mse_gain_vs_pre,question_role_pred,question_role_se,question_text_preview,row_key,target,ticker,year
1.5667466333410593,1,the / and / to / of / that / we / you / in,1.5667466333410593,1,CSCO_2023_Q2,-0.004399995514604434,2.9398682006745835e-07,-0.004399995514604434,2.9398682006745835e-07,-0.00444726473029368,3.474804576548059e-07,0,0,1,0.0,0.0,5.349363758734757e-08,-0.004399995514604434,2.9398682006745835e-07,"Got it. And then maybe just as a quick follow-up. So as we enter, let's say, the next fiscal year, I mean, given your excellent work on supply chain and the team has done a phenomenal job, would that imply -- I mean, ...",val2022_test_post2022::CSCO_2023_Q2,-0.0038577900000000007,CSCO,2023
2.6836819129859126,3,data center / computing / data / center / nvidia,2.6836819129859126,1,NVDA_2024_Q1,-0.0194506252068003,5.817512778343886e-08,-0.0194506252068003,5.817512778343886e-08,-0.019522160663146593,9.780046767210835e-08,0,0,1,0.0,0.0,3.962533988866949e-08,-0.0194506252068003,5.817512778343886e-08,"Colette, just wanted to clarify, does visibility mean data center sales can continue to grow sequentially in Q3 and Q4? Or do they sustain at Q2 level? So I just wanted to clarify that. And then, Jensen, my question i...",val2022_test_post2022::NVDA_2024_Q1,-0.01920943,NVDA,2024
0.903021393412389,4,and so / iphone / china / data center / data / center,-0.903021393412389,-1,AAPL_2023_Q1,-0.0026325301635921243,1.6605758327848854e-09,-0.0026325301635921243,1.6605758327848854e-09,-0.002697316943102795,1.1138046359482568e-08,0,0,1,0.0,0.0,9.477470526697683e-09,-0.0026325301635921243,1.6605758327848854e-09,"Understood. And for my follow-up, I had a sort of interesting theoretical question on pricing. Assuming we get the CHIPS Act passed, and there's a whole bunch of manufacturing that happens in U.S. and other territorie...",val2022_test_post2022::AAPL_2023_Q1,-0.00259178,AAPL,2023
1.8603238862858442,1,high performance / models that / computing is / that allows / all over / runs / hundreds of / it into,-1.8603238862858442,-1,AMZN_2023_Q1,-0.0002275823537642908,1.0396262275398077e-07,-0.0002275823537642908,1.0396262275398077e-07,-0.00023717300772190105,1.1023927765669757e-07,0,0,1,0.0,0.0,6.2766549027168e-09,-0.0002275823537642908,1.0396262275398077e-07,"Andy, you talked about the continued optimization. Just curious, can you talk about the degree to which optimization has been done in AWS versus what you think could still lie ahead? And when do you start to lap some ...",val2022_test_post2022::AMZN_2023_Q1,9.485e-05,AMZN,2023
0.5961911866902536,1,high performance / models that / computing is / that allows / all over / runs / hundreds of / it into,-0.5961911866902536,-1,AMZN_2024_Q2,-0.0003615877086056387,1.5529674975469323e-09,-0.0003615877086056387,1.5529674975469323e-09,-0.0003932082076340233,5.045006279701927e-09,0,0,1,0.0,0.0,3.4920387821549943e-09,-0.0003615877086056387,1.5529674975469323e-09,"Great. Two questions. First, the AWS op income margins were strong, again, mid-30% area. Just kind of what were the key drivers? And how should we think about AWS margins in the back half of the year? And then the int...",val2022_test_post2022::AMZN_2024_Q2,-0.00032218,AMZN,2024
3.369938366395951,4,consulting / red hat / hat / red / arvind / software / cash,3.369938366395951,1,IBM_2023_Q4,-0.002379369170179166,1.4168320696010052e-09,-0.002390824555571991,6.856774998923652e-10,-0.002379369170179166,1.4168320696010052e-09,1,0,1,7.3115456970864e-10,0.0,7.3115456970864e-10,-0.002390824555571991,6.856774998923652e-10,"If we look at your cash flow performance, it's really very compelling at $12 billion on your guidance. Jim, could you maybe help us bridge from 2023 to 2024, what are the items that are driving that $12 billion in fre...",val2022_test_post2022::IBM_2023_Q4,-0.0024170100000000003,IBM,2023
1.0918309639346127,2,we re / that we / and we / and so,1.0918309639346127,1,DIS_2023_Q2,-0.0007774522796545787,7.310383214772073e-10,-0.0007932704283965808,1.2587878696424914e-10,-0.0007774522796545787,7.310383214772073e-10,1,0,1,6.051595345129582e-10,0.0,6.051595345129582e-10,-0.0007932704283965808,1.2587878696424914e-10,"I wanted to ask one on direct-to-consumer advertising. And I'd love to hear any early details you can share about the Disney+ with the advertising product. It wasn't mentioned as a driver, and I realize it's early, bu...",val2022_test_post2022::DIS_2023_Q2,-0.0008044899999999999,DIS,2023
2.159768471206987,4,consulting / red hat / hat / red / arvind / software / cash,2.159768471206987,1,IBM_2023_Q1,-0.0023781589718198637,2.9182714856390686e-09,-0.0023781589718198637,2.9182714856390686e-09,-0.002374103762637807,3.3728493461497888e-09,0,0,1,0.0,0.0,4.545778605107202e-10,-0.0023781589718198637,2.9182714856390686e-09,"Arvind, you're now incorporating the possibility for slightly lower revenue growth, sounds like both around consulting, some areas like Red Hat and some of this is clearly macro. But at the same time, profitability is...",val2022_test_post2022::IBM_2023_Q1,-0.00243218,IBM,2023
1.182121154014503,3,disney / nike / sports / parks,-1.182121154014503,-1,DIS_2023_Q3,-0.00032252269479021744,1.3186118029274838e-09,-0.00032252269479021744,1.3186118029274838e-09,-0.0003266956090185664,1.639084537604222e-09,0,0,1,0.0,0.0,3.2047273467673814e-10,-0.00032252269479021744,1.3186118029274838e-09,"So in terms of the guidance for high single-digit OI growth, just triangulating between the trends in the first 3 quarters and some of the segment guidance in the quarter, it seems to imply growth in the fourth quarte...",val2022_test_post2022::DIS_2023_Q3,-0.00028621,DIS,2023
2.0342518331638906,1,high performance / models that / computing is / that allows / all over / runs / hundreds of / it into,-2.0342518331638906,-1,DIS_2023_Q4,-0.0007943160928094164,2.674502803982219e-10,-0.0007965768852361806,1.986158837461842e-10,-0.0007943160928094164,2.674502803982219e-10,1,0,1,6.883439665203772e-11,0.0,6.883439665203772e-11,-0.0007965768852361806,1.986158837461842e-10,"Bob, I was just wondering if you could give us your sort of holistic view on advertising and what's going on, I mean we know money is going into like retail media networks and things like that. But how much can you, a...",val2022_test_post2022::DIS_2023_Q4,-0.00081067,DIS,2023
1.244385114657209,1,the / and / to / of / that / we / you / in,1.244385114657209,1,AAPL_2023_Q4,-0.00021805432860611353,5.225218288864942e-09,-0.00021805432860611353,5.225218288864942e-09,-0.00024798919567846833,1.7935906266806693e-09,1,1,0,3.4316276621842726e-09,3.4316276621842726e-09,0.0,-0.00024798919567846833,1.7935906266806693e-09,"I just have a question on iPhone storage and demand versus iCloud. As demand for storage grows, are you seeing a mix shift towards higher storage iPhone models? Or are consumers mostly opting for the same because of i...",val2022_test_post2022::AAPL_2023_Q4,-0.00029034000000000004,AAPL,2023
1.1160449414929907,4,and so / iphone / china / data center / data / center,-1.1160449414929907,-1,AAPL_2024_Q1,-0.0006375786016223767,1.0654608880467118e-09,-0.0006375786016223767,1.0654608880467118e-09,-0.0006375786016223767,1.0654608880467118e-09,0,0,0,0.0,0.0,0.0,-0.0006375786016223767,1.0654608880467118e-09,"I have 2 questions as well. So Tim and Luca, I appreciate the strength in the emerging markets like India and the other names that you kind of listed on the call. But can you maybe spend some time on the Americas? Obv...",val2022_test_post2022::AAPL_2024_Q1,-0.00067022,AAPL,2024
1.1387296062368861,2,you / just / your / about / how / on / maybe / could,-1.1387296062368861,-1,AAPL_2024_Q2,-0.002002172365557746,1.0587923173811772e-08,-0.002002172365557746,1.0587923173811772e-08,-0.002002172365557746,1.0587923173811772e-08,0,0,0,0.0,0.0,0.0,-0.002002172365557746,1.0587923173811772e-08,"Tim, I was wondering if I could ask the China question again. Is there any more color from your visit there that gives you confidence that you've reached the bottom there and that it's turning? I know you've been -- y...",val2022_test_post2022::AAPL_2024_Q2,-0.00210507,AAPL,2024
